"Nomenclature","ReporterISO3","ProductCode","ReporterName","PartnerISO3","PartnerName","Year","TradeFlowName","TradeFlowCode","TradeValue in 1000 USD"
"H5","ARE"," Total","United Arab Emirates","CAN","Canada",2019,"Import",5,1794256.951
"H5","ARE"," Total","United Arab Emirates","CCK","Cocos (Keeling) Islands",2019,"Export",6,886.263
"H5","ARE"," Total","United Arab Emirates","CCK","Cocos (Keeling) Islands",2019,"Import",5,23.722
"H5","ARE"," Total","United Arab Emirates","CHE","Switzerland",2019,"Export",6,5694762.142
"H5","ARE"," Total","United Arab Emirates","CHE","Switzerland",2019,"Import",5,4112329.238
"H5","ARE"," Total","United Arab Emirates","CHL","Chile",2019,"Export",6,29507.803
"H5","ARE"," Total","United Arab Emirates","CHL","Chile",2019,"Import",5,244589.678
"H5","ARE"," Total","United Arab Emirates","CHN","China",2019,"Export",6,2252800.003
"H5","ARE"," Total","United Arab Emirates","CHN","China",2019,"Import",5,40777658.303
"H5","ARE"," Total","United Arab Emirates","CIV","Cote d'Ivoire",2019,"Export",6,39364.663
"H5","ARE"," Total","United Arab Emirates","CIV","Cote d'Ivoire",2019,"Import",5,40407.551
"H5","ARE"," Total","United Arab Emirates","CMR","Cameroon",2019,"Export",6,58410.602
"H5","ARE"," Total","United Arab Emirates","CMR","Cameroon",2019,"Import",5,397964.463
"H5","ARE"," Total","United Arab Emirates","COG","Congo, Rep.",2019,"Export",6,24098.38
"H5","ARE"," Total","United Arab Emirates","COG","Congo, Rep.",2019,"Import",5,1571050.758
"H5","ARE"," Total","United Arab Emirates","COK","Cook Islands",2019,"Export",6,73.612
"H5","ARE"," Total","United Arab Emirates","COL","Colombia",2019,"Export",6,43823.405
"H5","ARE"," Total","United Arab Emirates","COL","Colombia",2019,"Import",5,105516.158
"H5","ARE"," Total","United Arab Emirates","COM","Comoros",2019,"Export",6,17598.472
"H5","ARE"," Total","United Arab Emirates","COM","Comoros",2019,"Import",5,2774.316
"H5","ARE"," Total","United Arab Emirates","CPV","Cape Verde",2019,"Export",6,279.485
"H5","ARE"," Total","United Arab Emirates","CPV","Cape Verde",2019,"Import",5,330.766
"H5","ARE"," Total","United Arab Emirates","CRI","Costa Rica",2019,"Export",6,6963.811
"H5","ARE"," Total","United Arab Emirates","CRI","Costa Rica",2019,"Import",5,20875.675
"H5","ARE"," Total","United Arab Emirates","CUB","Cuba",2019,"Export",6,61.845
"H5","ARE"," Total","United Arab Emirates","CUB","Cuba",2019,"Import",5,2753.075
"H5","ARE"," Total","United Arab Emirates","CUW","Curaçao",2019,"Export",6,734.89
"H5","ARE"," Total","United Arab Emirates","CUW","Curaçao",2019,"Import",5,7305.315
"H5","ARE"," Total","United Arab Emirates","CXR","Christmas Island",2019,"Import",5,0.187
"H5","ARE"," Total","United Arab Emirates","CYM","Cayman Islands",2019,"Export",6,172.838
"H5","ARE"," Total","United Arab Emirates","CYM","Cayman Islands",2019,"Import",5,3.052
"H5","ARE"," Total","United Arab Emirates","CYP","Cyprus",2019,"Export",6,35371.885
"H5","ARE"," Total","United Arab Emirates","CYP","Cyprus",2019,"Import",5,51479.268
"H5","ARE"," Total","United Arab Emirates","CZE","Czech Republic",2019,"Export",6,16497.424
"H5","ARE"," Total","United Arab Emirates","CZE","Czech Republic",2019,"Import",5,870301.949
"H5","ARE"," Total","United Arab Emirates","DEU","Germany",2019,"Export",6,370007.979
"H5","ARE"," Total","United Arab Emirates","DEU","Germany",2019,"Import",5,10074238.624
"H5","ARE"," Total","United Arab Emirates","DJI","Djibouti",2019,"Export",6,227193.692
"H5","ARE"," Total","United Arab Emirates","DJI","Djibouti",2019,"Import",5,1421.851
"H5","ARE"," Total","United Arab Emirates","DMA","Dominica",2019,"Export",6,217.887
"H5","ARE"," Total","United Arab Emirates","DMA","Dominica",2019,"Import",5,187.525
"H5","ARE"," Total","United Arab Emirates","DNK","Denmark",2019,"Export",6,9884.411
"H5","ARE"," Total","United Arab Emirates","DNK","Denmark",2019,"Import",5,552114.72
"H5","ARE"," Total","United Arab Emirates","DOM","Dominican Republic",2019,"Export",6,5750.018
"H5","ARE"," Total","United Arab Emirates","DOM","Dominican Republic",2019,"Import",5,15102.249
"H5","ARE"," Total","United Arab Emirates","DZA","Algeria",2019,"Export",6,194623.274
"H5","ARE"," Total","United Arab Emirates","DZA","Algeria",2019,"Import",5,441804.212
"H5","ARE"," Total","United Arab Emirates","ECU","Ecuador",2019,"Export",6,4683.188
"H5","ARE"," Total","United Arab Emirates","ECU","Ecuador",2019,"Import",5,94099.037
"H5","ARE"," Total","United Arab Emirates","EGY","Egypt, Arab Rep.",2019,"Export",6,1031337.716
"H5","ARE"," Total","United Arab Emirates","EGY","Egypt, Arab Rep.",2019,"Import",5,2343429.169
"H5","ARE"," Total","United Arab Emirates","ERI","Eritrea",2019,"Export",6,13774.035
"H5","ARE"," Total","United Arab Emirates","ERI","Eritrea",2019,"Import",5,166093.08
"H5","ARE"," Total","United Arab Emirates","ESH","Western Sahara",2019,"Export",6,0
"H5","ARE"," Total","United Arab Emirates","ESH","Western Sahara",2019,"Import",5,2.668
"H5","ARE"," Total","United Arab Emirates","ESP","Spain",2019,"Export",6,221540.864
"H5","ARE"," Total","United Arab Emirates","ESP","Spain",2019,"Import",5,2120666.024
"H5","ARE"," Total","United Arab Emirates","EST","Estonia",2019,"Export",6,663.891
"H5","ARE"," Total","United Arab Emirates","EST","Estonia",2019,"Import",5,65625.679
"H5","ARE"," Total","United Arab Emirates","ETH","Ethiopia(excludes Eritrea)",2019,"Export",6,193895.463
"H5","ARE"," Total","United Arab Emirates","ETH","Ethiopia(excludes Eritrea)",2019,"Import",5,85608.167
"H5","ARE"," Total","United Arab Emirates","FIN","Finland",2019,"Export",6,4901.638
"H5","ARE"," Total","United Arab Emirates","FIN","Finland",2019,"Import",5,274006.409
"H5","ARE"," Total","United Arab Emirates","FJI","Fiji",2019,"Export",6,3487.988
"H5","ARE"," Total","United Arab Emirates","FJI","Fiji",2019,"Import",5,2747.931
"H5","ARE"," Total","United Arab Emirates","FLK","Falkland Island",2019,"Import",5,37.133
"H5","ARE"," Total","United Arab Emirates","FRA","France",2019,"Export",6,131493.837
"H5","ARE"," Total","United Arab Emirates","FRA","France",2019,"Import",5,6764004.694
"H5","ARE"," Total","United Arab Emirates","FRO","Faeroe Islands",2019,"Export",6,0
"H5","ARE"," Total","United Arab Emirates","FRO","Faeroe Islands",2019,"Import",5,124.659
"H5","ARE"," Total","United Arab Emirates","FSM","Micronesia, Fed. Sts.",2019,"Export",6,153.737
"H5","ARE"," Total","United Arab Emirates","GAB","Gabon",2019,"Export",6,16835.37
"H5","ARE"," Total","United Arab Emirates","GAB","Gabon",2019,"Import",5,41321.842
"H5","ARE"," Total","United Arab Emirates","GBR","United Kingdom",2019,"Export",6,559529.583
"H5","ARE"," Total","United Arab Emirates","GBR","United Kingdom",2019,"Import",5,7288215.706
"H5","ARE"," Total","United Arab Emirates","GEO","Georgia",2019,"Export",6,29543.028
"H5","ARE"," Total","United Arab Emirates","GEO","Georgia",2019,"Import",5,14324.721
"H5","ARE"," Total","United Arab Emirates","GHA","Ghana",2019,"Export",6,129064.739
"H5","ARE"," Total","United Arab Emirates","GHA","Ghana",2019,"Import",5,1305719.708
"H5","ARE"," Total","United Arab Emirates","GIB","Gibraltar",2019,"Export",6,29674.952
"H5","ARE"," Total","United Arab Emirates","GIN","Guinea",2019,"Export",6,147829.411
"H5","ARE"," Total","United Arab Emirates","GIN","Guinea",2019,"Import",5,2381066.126
"H5","ARE"," Total","United Arab Emirates","GMB","Gambia, The",2019,"Export",6,21419.56
"H5","ARE"," Total","United Arab Emirates","GMB","Gambia, The",2019,"Import",5,1048.725
"H5","ARE"," Total","United Arab Emirates","GNB","Guinea-Bissau",2019,"Export",6,1704.894
"H5","ARE"," Total","United Arab Emirates","GNB","Guinea-Bissau",2019,"Import",5,3645.917
"H5","ARE"," Total","United Arab Emirates","GNQ","Equatorial Guinea",2019,"Export",6,4798.867
"H5","ARE"," Total","United Arab Emirates","GNQ","Equatorial Guinea",2019,"Import",5,103161.462
"H5","ARE"," Total","United Arab Emirates","GRC","Greece",2019,"Export",6,60687.553
"H5","ARE"," Total","United Arab Emirates","GRC","Greece",2019,"Import",5,201491.55
"H5","ARE"," Total","United Arab Emirates","GRD","Grenada",2019,"Export",6,477.934
"H5","ARE"," Total","United Arab Emirates","GRD","Grenada",2019,"Import",5,20.651
"H5","ARE"," Total","United Arab Emirates","GRL","Greenland",2019,"Export",6,18.78
"H5","ARE"," Total","United Arab Emirates","GRL","Greenland",2019,"Import",5,5.172
"H5","ARE"," Total","United Arab Emirates","GTM","Guatemala",2019,"Export",6,7716.238
"H5","ARE"," Total","United Arab Emirates","GTM","Guatemala",2019,"Import",5,118270.252
"H5","ARE"," Total","United Arab Emirates","GUM","Guam",2019,"Export",6,68.068
"H5","ARE"," Total","United Arab Emirates","GUM","Guam",2019,"Import",5,1.724
"H5","ARE"," Total","United Arab Emirates","GUY","Guyana",2019,"Export",6,1421.564
"H5","ARE"," Total","United Arab Emirates","GUY","Guyana",2019,"Import",5,335302.804
"H5","ARE"," Total","United Arab Emirates","HKG","Hong Kong, China",2019,"Export",6,883510.292
"H5","ARE"," Total","United Arab Emirates","HKG","Hong Kong, China",2019,"Import",5,2718024.651
"H5","ARE"," Total","United Arab Emirates","HND","Honduras",2019,"Export",6,639.819
"H5","ARE"," Total","United Arab Emirates","HND","Honduras",2019,"Import",5,11000.213
"H5","ARE"," Total","United Arab Emirates","HRV","Croatia",2019,"Export",6,13485.974
"H5","ARE"," Total","United Arab Emirates","HRV","Croatia",2019,"Import",5,76042.589
"H5","ARE"," Total","United Arab Emirates","HTI","Haiti",2019,"Export",6,596.909
"H5","ARE"," Total","United Arab Emirates","HTI","Haiti",2019,"Import",5,2061.879
"H5","ARE"," Total","United Arab Emirates","HUN","Hungary",2019,"Export",6,11279.95
"H5","ARE"," Total","United Arab Emirates","HUN","Hungary",2019,"Import",5,321406.239
"H5","ARE"," Total","United Arab Emirates","IDN","Indonesia",2019,"Export",6,354664.904
"H5","ARE"," Total","United Arab Emirates","IDN","Indonesia",2019,"Import",5,1927765.29
"H5","ARE"," Total","United Arab Emirates","IND","India",2019,"Export",6,6523272.703
"H5","ARE"," Total","United Arab Emirates","IND","India",2019,"Import",5,26735311.255
"H5","ARE"," Total","United Arab Emirates","IRL","Ireland",2019,"Export",6,44431.226
"H5","ARE"," Total","United Arab Emirates","IRL","Ireland",2019,"Import",5,620056.778
"H5","ARE"," Total","United Arab Emirates","IRN","Iran, Islamic Rep.",2019,"Export",6,481860.338
"H5","ARE"," Total","United Arab Emirates","IRN","Iran, Islamic Rep.",2019,"Import",5,1235103.469
"H5","ARE"," Total","United Arab Emirates","IRQ","Iraq",2019,"Export",6,2501709.734
"H5","ARE"," Total","United Arab Emirates","IRQ","Iraq",2019,"Import",5,1345650.57
"H5","ARE"," Total","United Arab Emirates","ISL","Iceland",2019,"Export",6,1516.596
"H5","ARE"," Total","United Arab Emirates","ISL","Iceland",2019,"Import",5,3518.419
"H5","ARE"," Total","United Arab Emirates","ITA","Italy",2019,"Export",6,456042.013
"H5","ARE"," Total","United Arab Emirates","ITA","Italy",2019,"Import",5,6558893.798
"H5","ARE"," Total","United Arab Emirates","JAM","Jamaica",2019,"Export",6,2204.687
"H5","ARE"," Total","United Arab Emirates","JAM","Jamaica",2019,"Import",5,1961.015
"H5","ARE"," Total","United Arab Emirates","JOR","Jordan",2019,"Export",6,642878.428
"H5","ARE"," Total","United Arab Emirates","JOR","Jordan",2019,"Import",5,476088.283
"H5","ARE"," Total","United Arab Emirates","JPN","Japan",2019,"Export",6,1207422.524
"H5","ARE"," Total","United Arab Emirates","JPN","Japan",2019,"Import",5,12613931.773
"H5","ARE"," Total","United Arab Emirates","KAZ","Kazakhstan",2019,"Export",6,76979.088
"H5","ARE"," Total","United Arab Emirates","KAZ","Kazakhstan",2019,"Import",5,216784.499
"H5","ARE"," Total","United Arab Emirates","KEN","Kenya",2019,"Export",6,800299.245
"H5","ARE"," Total","United Arab Emirates","KEN","Kenya",2019,"Import",5,360680.632
"H5","ARE"," Total","United Arab Emirates","KGZ","Kyrgyz Republic",2019,"Export",6,6771.543
"H5","ARE"," Total","United Arab Emirates","KGZ","Kyrgyz Republic",2019,"Import",5,5398.75
"H5","ARE"," Total","United Arab Emirates","KHM","Cambodia",2019,"Export",6,18507.071
"H5","ARE"," Total","United Arab Emirates","KHM","Cambodia",2019,"Import",5,189142.915
"H5","ARE"," Total","United Arab Emirates","KIR","Kiribati",2019,"Export",6,0
"H5","ARE"," Total","United Arab Emirates","KIR","Kiribati",2019,"Import",5,105.815
"H5","ARE"," Total","United Arab Emirates","KNA","St. Kitts and Nevis",2019,"Export",6,27.442
"H5","ARE"," Total","United Arab Emirates","KOR","Korea, Rep.",2019,"Export",6,715745.425
"H5","ARE"," Total","United Arab Emirates","KOR","Korea, Rep.",2019,"Import",5,3839658.658
"H5","ARE"," Total","United Arab Emirates","KWT","Kuwait",2019,"Export",6,2703102.209
"H5","ARE"," Total","United Arab Emirates","KWT","Kuwait",2019,"Import",5,2048573.936
"H5","ARE"," Total","United Arab Emirates","LAO","Lao PDR",2019,"Export",6,24.975
"H5","ARE"," Total","United Arab Emirates","LAO","Lao PDR",2019,"Import",5,9829.461
"H5","ARE"," Total","United Arab Emirates","LBN","Lebanon",2019,"Export",6,395873.694
"H5","ARE"," Total","United Arab Emirates","LBN","Lebanon",2019,"Import",5,621325.452
"H5","ARE"," Total","United Arab Emirates","LBR","Liberia",2019,"Export",6,10635.262
"H5","ARE"," Total","United Arab Emirates","LBR","Liberia",2019,"Import",5,21139.275
"H5","ARE"," Total","United Arab Emirates","LBY","Libya",2019,"Export",6,440198.131
"H5","ARE"," Total","United Arab Emirates","LBY","Libya",2019,"Import",5,1570389.471
"H5","ARE"," Total","United Arab Emirates","LCA","St. Lucia",2019,"Export",6,22.928
"H5","ARE"," Total","United Arab Emirates","LCA","St. Lucia",2019,"Import",5,37.344
"H5","ARE"," Total","United Arab Emirates","LKA","Sri Lanka",2019,"Export",6,846866.131
"H5","ARE"," Total","United Arab Emirates","LKA","Sri Lanka",2019,"Import",5,206055.179
"H5","ARE"," Total","United Arab Emirates","LSO","Lesotho",2019,"Export",6,382.086
"H5","ARE"," Total","United Arab Emirates","LSO","Lesotho",2019,"Import",5,40138.443
"H5","ARE"," Total","United Arab Emirates","LTU","Lithuania",2019,"Export",6,10753.191
"H5","ARE"," Total","United Arab Emirates","LTU","Lithuania",2019,"Import",5,90875.983
"H5","ARE"," Total","United Arab Emirates","LUX","Luxembourg",2019,"Export",6,894.249
"H5","ARE"," Total","United Arab Emirates","LUX","Luxembourg",2019,"Import",5,49413.734
"H5","ARE"," Total","United Arab Emirates","LVA","Latvia",2019,"Export",6,13141.876
"H5","ARE"," Total","United Arab Emirates","LVA","Latvia",2019,"Import",5,32600.54
"H5","ARE"," Total","United Arab Emirates","MAC","Macao",2019,"Export",6,418.896
"H5","ARE"," Total","United Arab Emirates","MAC","Macao",2019,"Import",5,1019.126
"H5","ARE"," Total","United Arab Emirates","MAR","Morocco",2019,"Export",6,276777.497
"H5","ARE"," Total","United Arab Emirates","MAR","Morocco",2019,"Import",5,165677.156
"H5","ARE"," Total","United Arab Emirates","MDA","Moldova",2019,"Export",6,1902.172
"H5","ARE"," Total","United Arab Emirates","MDA","Moldova",2019,"Import",5,5881.759
"H5","ARE"," Total","United Arab Emirates","MDG","Madagascar",2019,"Export",6,31908.101
"H5","ARE"," Total","United Arab Emirates","MDG","Madagascar",2019,"Import",5,127746.858
"H5","ARE"," Total","United Arab Emirates","MDV","Maldives",2019,"Export",6,238382.986
"H5","ARE"," Total","United Arab Emirates","MDV","Maldives",2019,"Import",5,2518.885
"H5","ARE"," Total","United Arab Emirates","MEX","Mexico",2019,"Export",6,64215.544
"H5","ARE"," Total","United Arab Emirates","MEX","Mexico",2019,"Import",5,1307449.564
"H5","ARE"," Total","United Arab Emirates","MHL","Marshall Islands",2019,"Export",6,76.424
"H5","ARE"," Total","United Arab Emirates","MKD","North Macedonia",2019,"Export",6,478.645
"H5","ARE"," Total","United Arab Emirates","MKD","North Macedonia",2019,"Import",5,5548.071
"H5","ARE"," Total","United Arab Emirates","MLI","Mali",2019,"Export",6,29518.845
"H5","ARE"," Total","United Arab Emirates","MLI","Mali",2019,"Import",5,3218835.208
"H5","ARE"," Total","United Arab Emirates","MLT","Malta",2019,"Export",6,121861.564
"H5","ARE"," Total","United Arab Emirates","MLT","Malta",2019,"Import",5,83179.497
"H5","ARE"," Total","United Arab Emirates","MMR","Myanmar",2019,"Export",6,52231.251
"H5","ARE"," Total","United Arab Emirates","MMR","Myanmar",2019,"Import",5,87732.692
"H5","ARE"," Total","United Arab Emirates","MNG","Mongolia",2019,"Export",6,2734.439
"H5","ARE"," Total","United Arab Emirates","MNG","Mongolia",2019,"Import",5,272.843
"H5","ARE"," Total","United Arab Emirates","MNP","Northern Mariana Islands",2019,"Export",6,0
"H5","ARE"," Total","United Arab Emirates","MNT","Montenegro",2019,"Export",6,29260.846
"H5","ARE"," Total","United Arab Emirates","MNT","Montenegro",2019,"Import",5,4222.993
"H5","ARE"," Total","United Arab Emirates","MOZ","Mozambique",2019,"Export",6,48342.74
"H5","ARE"," Total","United Arab Emirates","MOZ","Mozambique",2019,"Import",5,280946.482
"H5","ARE"," Total","United Arab Emirates","MRT","Mauritania",2019,"Export",6,39664.121
"H5","ARE"," Total","United Arab Emirates","MRT","Mauritania",2019,"Import",5,10094.518
"H5","ARE"," Total","United Arab Emirates","MSR","Montserrat",2019,"Export",6,0
"H5","ARE"," Total","United Arab Emirates","MSR","Montserrat",2019,"Import",5,0.571
"H5","ARE"," Total","United Arab Emirates","MUS","Mauritius",2019,"Export",6,25454.115
"H5","ARE"," Total","United Arab Emirates","MUS","Mauritius",2019,"Import",5,11858.86
"H5","ARE"," Total","United Arab Emirates","MWI","Malawi",2019,"Export",6,18674.57
"H5","ARE"," Total","United Arab Emirates","MWI","Malawi",2019,"Import",5,30675.129
"H5","ARE"," Total","United Arab Emirates","MYS","Malaysia",2019,"Export",6,669878.314
"H5","ARE"," Total","United Arab Emirates","MYS","Malaysia",2019,"Import",5,2779403.372
"H5","ARE"," Total","United Arab Emirates","NAM","Namibia",2019,"Export",6,3029.047
"H5","ARE"," Total","United Arab Emirates","NAM","Namibia",2019,"Import",5,250400.823
"H5","ARE"," Total","United Arab Emirates","NCL","New Caledonia",2019,"Export",6,1077.523
"H5","ARE"," Total","United Arab Emirates","NCL","New Caledonia",2019,"Import",5,183.914
"H5","ARE"," Total","United Arab Emirates","NER","Niger",2019,"Export",6,23181.848
"H5","ARE"," Total","United Arab Emirates","NER","Niger",2019,"Import",5,458784.996
"H5","ARE"," Total","United Arab Emirates","NFK","Norfolk Island",2019,"Export",6,126.673
"H5","ARE"," Total","United Arab Emirates","NGA","Nigeria",2019,"Export",6,213918.393
"H5","ARE"," Total","United Arab Emirates","NGA","Nigeria",2019,"Import",5,371708.719
"H5","ARE"," Total","United Arab Emirates","NIC","Nicaragua",2019,"Export",6,3239.087
"H5","ARE"," Total","United Arab Emirates","NIC","Nicaragua",2019,"Import",5,10330.289
"H5","ARE"," Total","United Arab Emirates","NIU","Niue",2019,"Import",5,4.27
"H5","ARE"," Total","United Arab Emirates","NLD","Netherlands",2019,"Export",6,703164.728
"H5","ARE"," Total","United Arab Emirates","NLD","Netherlands",2019,"Import",5,1489679.098
"H5","ARE"," Total","United Arab Emirates","NOR","Norway",2019,"Export",6,12987.92
"H5","ARE"," Total","United Arab Emirates","NOR","Norway",2019,"Import",5,409224.051
"H5","ARE"," Total","United Arab Emirates","NPL","Nepal",2019,"Export",6,215907.939
"H5","ARE"," Total","United Arab Emirates","NPL","Nepal",2019,"Import",5,2437.276
"H5","ARE"," Total","United Arab Emirates","NZL","New Zealand",2019,"Export",6,72530.094
"H5","ARE"," Total","United Arab Emirates","NZL","New Zealand",2019,"Import",5,550837.163
"H5","ARE"," Total","United Arab Emirates","OAS","Other Asia, nes",2019,"Export",6,383391.966
"H5","ARE"," Total","United Arab Emirates","OAS","Other Asia, nes",2019,"Import",5,1711581.088
"H5","ARE"," Total","United Arab Emirates","OMN","Oman",2019,"Export",6,4416965.948
"H5","ARE"," Total","United Arab Emirates","OMN","Oman",2019,"Import",5,2180463.174
"H5","ARE"," Total","United Arab Emirates","PAK","Pakistan",2019,"Export",6,963119.903
"H5","ARE"," Total","United Arab Emirates","PAK","Pakistan",2019,"Import",5,858334.787
"H5","ARE"," Total","United Arab Emirates","PAN","Panama",2019,"Export",6,37164.839
"H5","ARE"," Total","United Arab Emirates","PAN","Panama",2019,"Import",5,680.211
"H5","ARE"," Total","United Arab Emirates","PER","Peru",2019,"Export",6,27545.875
"H5","ARE"," Total","United Arab Emirates","PER","Peru",2019,"Import",5,1076915.149
"H5","ARE"," Total","United Arab Emirates","PHL","Philippines",2019,"Export",6,181294.904
"H5","ARE"," Total","United Arab Emirates","PHL","Philippines",2019,"Import",5,506011.076
"H5","ARE"," Total","United Arab Emirates","PLW","Palau",2019,"Export",6,0
"H5","ARE"," Total","United Arab Emirates","PLW","Palau",2019,"Import",5,0.319
"H5","ARE"," Total","United Arab Emirates","PNG","Papua New Guinea",2019,"Export",6,5127.653
"H5","ARE"," Total","United Arab Emirates","PNG","Papua New Guinea",2019,"Import",5,96.27
"H5","ARE"," Total","United Arab Emirates","POL","Poland",2019,"Export",6,118290.813
"H5","ARE"," Total","United Arab Emirates","POL","Poland",2019,"Import",5,1302956.55
